Title,City,Country_codehire_Ukrainians,Company_size_from,Company_size_to,if_permanent,salary_from_permanent,salary_to_permanent,salary_currency_permanent,if_b2b,salary_from_b2b,salary_to_b2b,salary_currency_b2b,if_mandate,salary_from_man,Marker_icon,Workplace_type,Experience_level,Published_at,Remote_interview,Remote,Open_to_date,salary_to_mandate,salary_currency_mandate,if_other,salary_from_other,salary_to_other,salary_currency_other,currency_exchange_rate,skills_name_0,skills_value_0,skills_name_1,skills_value_1,skills_name_2,skills_value_2
IT Security Specialist,Katowice,PL,support,remote,senior,2022-06-08T08:06:00.000Z,false,true,False,501.0,1000.0,false,0,0,unknown,true,18000,22000,pln,false,0,0,unknown,false,0,0,unknown,0,Linux,3,Windows,3,testy bezpieczeństea,3
PHP Backend Developer,Katowice,PL,php,remote,mid,2022-05-31T13:53:00.000Z,true,true,False,501.0,1000.0,true,13400,20000,pln,true,16000,24000,pln,false,0,0,unknown,false,0,0,unknown,0,MongoDB,3,REST API,3,PHP/Symfony,4
Android Developer,Katowice,PL,mobile,remote,mid,2022-05-05T16:59:00.000Z,false,true,False,501.0,1000.0,false,0,0,unknown,true,17000,24000,pln,false,0,0,unknown,false,0,0,unknown,0,Jetpack Compose,3,Kotlin,3,Android,5
iOS Developer (Swift),Katowice,PL,mobile,remote,mid,2022-04-26T12:00:21.880Z,false,true,False,501.0,1000.0,false,0,0,unknown,true,17000,24000,pln,false,0,0,unknown,false,0,0,unknown,0,GraphQL,3,Swift,3,Appium,3
Front-end Developer (Angular),Katowice,PL,javascript,remote,mid,2022-04-26T12:00:21.880Z,false,true,False,501.0,1000.0,false,0,0,unknown,true,18000,25000,pln,false,0,0,unknown,false,0,0,unknown,0,RxJS,3,TypeScript,3,Angular,4
Data Engineer,Katowice,PL,data,remote,mid,2022-04-24T10:00:13.527Z,false,true,False,501.0,1000.0,false,0,0,unknown,true,11000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,Data Science,3,ETL,3,Python,3
"FullStack Developer (Angular, PHP)",Katowice,PL,php,remote,mid,2022-04-24T10:00:13.527Z,true,true,False,501.0,1000.0,true,13400,19200,pln,true,16000,23000,pln,false,0,0,unknown,false,0,0,unknown,0,PHP,4,JavaScript,4,Angular,4
Front-end Developer (Angular),Gdańsk,PL,javascript,remote,mid,2022-04-26T12:00:21.880Z,false,true,False,501,1000.0,false,0,0,unknown,true,18000,25000,pln,false,0,0,unknown,false,0,0,unknown,0,RxJS,3,TypeScript,3,Angular,4
iOS Developer (Swift),Gdańsk,PL,mobile,remote,mid,2022-04-26T12:00:21.880Z,false,true,False,501,1000.0,false,0,0,unknown,true,17000,24000,pln,false,0,0,unknown,false,0,0,unknown,0,GraphQL,3,Swift,3,Appium,3
Data Engineer,Gdańsk,PL,data,remote,mid,2022-04-24T10:00:13.527Z,false,true,False,501,1000.0,false,0,0,unknown,true,11000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,Data Science,3,ETL,3,Python,3
"FullStack Developer (Angular, PHP)",Gdańsk,PL,php,remote,mid,2022-04-24T10:00:13.527Z,true,true,False,501,1000.0,true,13400,19200,pln,true,16000,23000,pln,false,0,0,unknown,false,0,0,unknown,0,PHP,4,JavaScript,4,Angular,4
C# Developer,Gdańsk,PL,net,remote,mid,2022-04-22T12:00:19.780Z,true,true,False,501,1000.0,false,0,0,unknown,true,17000,24000,pln,false,0,0,unknown,false,0,0,unknown,0,Kubernetes,3,.Net,3,C#,3
Specjalista Bezpieczeństwa IT,Katowice,PL,security,remote,mid,2022-04-11T11:00:25.819Z,true,true,False,501,1000.0,false,0,0,unknown,true,13000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,TCP/IP,3,Linux,3,Windows,3
WebScraping Developer,Katowice,PL,html,remote,mid,2022-03-29T14:00:13.715Z,true,true,,501,1000,false,0,0,unknown,true,17000,22000,pln,false,0,0,unknown,false,0,0,unknown,0,Puppeteer,3,C#/ Javascript/ C++,3,Front-End,4
WebScraping Developer,Gdańsk,PL,html,remote,mid,2022-03-29T14:00:13.715Z,true,true,,501,1000,false,0,0,unknown,true,17000,22000,pln,false,0,0,unknown,false,0,0,unknown,0,Puppeteer,3,Front-End,4,C#/ Javascript/ C++,4
React developer - Marketplace App,Wrocław,PL,javascript,remote,mid,2022-08-10T14:00:10.335Z,true,true,True,10.0,0.0,true,7000,12500,pln,true,8000,15000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,React,4,HTML,5
Junior react developer - marketplace app,Wrocław,PL,javascript,partly_remote,junior,2022-06-27T11:48:00.000Z,true,false,True,3.0,10.0,false,0,0,unknown,true,6000,9000,pln,false,0,0,unknown,false,0,0,unknown,0,React,3,HTML,4,CSS,4
React developer,Wrocław,PL,javascript,partly_remote,mid,2022-04-20T13:35:00.000Z,true,false,True,3,0.0,true,8500,12500,pln,true,10000,15000,pln,false,0,0,unknown,false,0,0,unknown,0,JavaScript,3,TypeScript,3,React,3
Java / FullStack Developer,Warszawa,PL,java,remote,mid,2022-09-29T11:00:14.463Z,true,true,False,700.0,0.0,false,0,0,unknown,true,18480,25200,pln,false,0,0,unknown,false,0,0,unknown,0,JavaScript,3,SQL,3,Java,3
Mobile App Developer,Szczecin,PL,mobile,remote,mid,2022-07-30T09:00:13.594Z,true,true,False,360.0,0.0,true,11000,17000,pln,true,13000,19000,pln,false,0,0,unknown,false,0,0,unknown,0,React Native,3,iOS,3,Android,3
Fullstack .NET Developer,Wrocław,PL,net,partly_remote,mid,2022-08-10T11:00:12.011Z,true,false,True,120.0,0.0,true,15000,20000,pln,true,15000,20000,pln,false,0,0,unknown,false,0,0,unknown,0,Microsoft Azure Cloud,3,C#,4,.NET Core,5
Angular Developer Mid/Senior,Katowice,PL,javascript,remote,mid,2022-06-20T13:21:00.000Z,true,true,False,40.0,0.0,false,0,0,unknown,true,10000,16000,pln,false,0,0,unknown,false,0,0,unknown,0,RxJS,4,TypeScript,4,Angular,4
Senior/Expert Android Developer,Bydgoszcz,PL,mobile,remote,senior,2022-10-25T09:00:14.800Z,true,true,False,100.0,0.0,true,15000,22500,pln,true,20000,30000,pln,false,0,0,unknown,false,0,0,unknown,0,Rx/Java 2/3,4,Java,4,Kotlin,4
Remote Senior/Expert iOS Developer,Warszawa,PL,mobile,remote,senior,2022-10-25T09:00:14.800Z,true,true,False,100.0,0.0,true,15000,22500,pln,true,20000,30000,pln,false,0,0,unknown,false,0,0,unknown,0,SnapKit,4,RxSwift,4,Swift,4
"Frontend Developer (Vue, 100% remote)",Bydgoszcz,PL,javascript,remote,mid,2022-10-24T08:00:00.000Z,true,true,False,100.0,0.0,true,10100,13450,pln,true,13500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,Vue.js,4,JavaScript,4
Senior/Expert Android Developer,Toruń,PL,mobile,remote,senior,2022-10-25T09:00:14.800Z,true,true,False,100.0,0.0,true,15000,22500,pln,true,20000,30000,pln,false,0,0,unknown,false,0,0,unknown,0,Hilt,4,Dagger 2,4,Kotlin,4
Senior IT System Analyst,Bydgoszcz,PL,analytics,remote,senior,2022-10-03T10:00:10.103Z,true,true,False,100.0,0.0,true,9700,13450,pln,true,13000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Cooperation with dev team,4,Preparing documentation,4,Gathering requirements from client,4
Senior Android Developer with WebRTC,Bydgoszcz,PL,mobile,remote,senior,2022-10-02T10:00:09.485Z,true,true,False,100.0,0.0,true,12000,18900,pln,true,16000,25300,pln,false,0,0,unknown,false,0,0,unknown,0,Rx/Java 2/3,4,Java,4,Kotlin,4
QA Engineer,Toruń,PL,testing,remote,mid,2022-10-01T16:00:09.292Z,true,true,False,100.0,0.0,true,5230,8960,pln,true,9500,12000,pln,false,0,0,unknown,false,0,0,unknown,0,API Testing,4,Test cases development,4,Test planning,4
Remote iOS Developer,Warszawa,PL,mobile,remote,mid,2022-09-30T13:00:00.000Z,true,true,False,100.0,0.0,true,8600,13500,pln,true,11500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,SnapKit,3,RxSwift,3,Swift,3
Remote Frontend Developer (React),Bydgoszcz,PL,javascript,remote,mid,2022-08-08T11:15:25.327Z,true,true,False,100.0,0.0,true,10100,13450,pln,true,13500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,JavaScript,4,React,4
Remote Senior Frontend Developer (React),Bydgoszcz,PL,javascript,remote,senior,2022-07-27T14:00:00.000Z,true,true,False,100.0,0.0,true,11200,17200,pln,true,15000,23000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,JavaScript,5,React,5
Remote Senior Android Developer,Warszawa,PL,mobile,remote,senior,2022-06-10T08:28:00.000Z,true,true,True,100.0,0.0,true,11950,18900,pln,true,16000,25300,pln,false,0,0,unknown,false,0,0,unknown,0,RxJava,3,Kotlin/Java,4,Android,4
Remote Android Developer,Warszawa,PL,mobile,remote,mid,2022-06-03T12:42:00.000Z,true,true,True,100.0,0.0,true,8590,13450,pln,true,11500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Dagger2/Hilt,3,RxJava 2/3,3,Kotlin/Java,3
Senior Android/iOS Developer with Flutter,Warszawa,PL,mobile,remote,senior,2022-05-23T12:35:00.000Z,true,true,True,100.0,0.0,true,11950,18900,pln,true,16000,25300,pln,false,0,0,unknown,false,0,0,unknown,0,Java,4,Android,5,iOS,5
Senior Frontend Developer (Vue.js),Toruń,PL,javascript,remote,senior,2022-04-26T08:00:21.282Z,true,true,False,100.0,0.0,true,11200,17040,pln,true,15000,23000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,JavaScript,5,Vue.js,5
"Frontend Developer (Vue.js), 100% remote",Gdańsk,PL,javascript,remote,mid,2022-04-26T08:00:21.282Z,true,true,False,100.0,0.0,true,7800,12200,pln,true,10500,16500,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,JavaScript,4,Vue.js,4
Senior iOS Developer,Warszawa,PL,mobile,remote,senior,2022-04-25T07:42:00.000Z,true,true,False,100.0,0.0,true,11860,18750,pln,true,16000,25300,pln,false,0,0,unknown,false,0,0,unknown,0,Mobile Development,4,Mobile Apps,4,Swift,4
IT System Analyst,Bydgoszcz,PL,analytics,remote,mid,2022-04-25T07:00:00.000Z,true,true,True,100.0,0.0,true,6670,10375,pln,true,9000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,Analysis of requirements,4,Documentation of requirements,4,Gathering requirements from client,4
Remote Android Developer,Toruń,PL,mobile,remote,mid,2022-04-25T07:00:00.000Z,true,true,True,100.0,0.0,true,8520,13340,pln,true,11500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,RxJava,3,Kotlin/Java,3,Android,3
Senior IT Business Analyst,Bydgoszcz,PL,analytics,remote,senior,2022-04-25T07:00:00.000Z,true,true,True,100.0,0.0,true,9630,13340,pln,true,13000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Analysing marketing strategies,5,Defining Products,5,unknown,0
Remote Flutter Developer,Warszawa,PL,mobile,remote,mid,2022-04-24T11:00:19.180Z,true,true,True,100.0,0.0,true,8520,13340,pln,true,11500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Dart,3,English,4,Polish,5
Remote Senior Android Developer,Bydgoszcz,PL,mobile,remote,senior,2022-04-23T12:00:23.587Z,true,true,True,100,0.0,true,11860,18750,pln,true,16000,25300,pln,false,0,0,unknown,false,0,0,unknown,0,RxJava,3,Kotlin/Java,4,Android,4
Senior Android/iOS Developer with Flutter,Bydgoszcz,PL,mobile,remote,senior,2022-04-22T12:03:00.000Z,true,true,True,100,0.0,true,12230,18750,pln,true,16000,25300,pln,false,0,0,unknown,false,0,0,unknown,0,Java,4,Android,5,iOS,5
iOS Developer,Gdańsk,PL,mobile,remote,mid,2022-04-22T08:00:00.000Z,true,true,False,100,0.0,true,8520,13337,pln,true,11500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Swift,3,iOS,3,unknown,0
"Frontend Developer (Vue.js), 100% remote",Bydgoszcz,PL,javascript,remote,mid,2022-04-26T08:00:21.282Z,true,true,False,100,0.0,true,7800,12198,pln,true,10500,16500,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,JavaScript,4,Vue.js,4
"Frontend Developer (Vue.js), 100% remote",Toruń,PL,javascript,remote,mid,2022-04-26T08:00:21.282Z,true,true,False,100,0.0,true,7800,12200,pln,true,10500,16500,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,JavaScript,4,Vue.js,4
Senior iOS Developer,Gdańsk,PL,mobile,remote,senior,2022-04-25T07:41:00.000Z,true,true,False,100,0.0,true,11860,18750,pln,true,16000,25300,pln,false,0,0,unknown,false,0,0,unknown,0,Mobile Development,4,Mobile Apps,4,Swift,4
Remote Android Developer,Bydgoszcz,PL,mobile,remote,mid,2022-04-23T13:00:11.733Z,true,true,True,100,0.0,true,8520,13340,pln,true,11500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Dagger2/Hilt,3,RxJava 2/3,3,Kotlin/Java,3
Senior Frontend Developer (Vue.js),Bydgoszcz,PL,javascript,remote,senior,2022-04-25T07:00:00.000Z,true,true,False,100,0.0,true,11200,17040,pln,true,15000,23000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,JavaScript,5,Vue.js,5
Remote Flutter Developer,Bydgoszcz,PL,mobile,remote,mid,2022-04-24T11:00:19.180Z,true,true,True,100,0.0,true,8520,13340,pln,true,11500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Dart,3,English,4,Polish,5
IT System Analyst,Toruń,PL,analytics,remote,mid,2022-04-24T07:00:18.624Z,true,true,True,100,0.0,true,6670,10375,pln,true,9000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,Analysis of requirements,4,Documentation of requirements,4,Gathering requirements from client,4
IT System Analyst,Gdańsk,PL,analytics,remote,mid,2022-04-24T07:00:18.624Z,true,true,False,100,0.0,true,6670,10375,pln,true,9000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,Analysis of requirements,4,Documentation of requirements,4,Gathering requirements from client,4
Senior IT Business Analyst,Toruń,PL,analytics,remote,senior,2022-04-24T07:00:18.624Z,true,true,True,100,0.0,true,9630,13340,pln,true,13000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Analysing marketing strategies,5,Defining Products,5,unknown,0
iOS Developer,Toruń,PL,mobile,remote,mid,2022-04-22T08:00:00.000Z,true,true,False,100,0.0,true,8520,13340,pln,true,11500,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Swift,3,iOS,3,unknown,0
Senior UX/UI Designer,Bydgoszcz,PL,ux,remote,senior,2022-03-17T10:00:16.054Z,true,true,,100,0,true,9630,14080,pln,true,13000,19000,pln,false,0,0,unknown,false,0,0,unknown,0,User Interface,4,UI,4,UX,4
Android Developer,Bydgoszcz,PL,mobile,remote,senior,2022-03-04T08:00:21.328Z,true,true,,100,0,true,11200,17000,pln,true,15000,23000,pln,false,0,0,unknown,false,0,0,unknown,0,Java,3,Kotlin,3,Android,3
QA Engineer,Bydgoszcz,PL,testing,remote,mid,2022-02-28T12:00:23.108Z,true,true,,100,0,true,4668,7410,pln,true,6300,10000,pln,false,0,0,unknown,false,0,0,unknown,0,Web Application Testing,3,Manual Testing,3,Testing Mobile Apps,3
React Developer,Wrocław,PL,javascript,remote,mid,2022-10-03T14:00:09.898Z,true,true,False,50.0,0.0,false,0,0,unknown,true,9000,13000,pln,false,0,0,unknown,false,0,0,unknown,0,HTML,3,ReactJS,3,REST API,4
Wordpress Developer,Warszawa,PL,php,remote,mid,2022-09-30T15:00:09.973Z,true,true,False,50.0,0.0,false,0,0,unknown,true,9000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,HTML,4,PHP,4,WordPress,4
PHP Developer,Warszawa,PL,php,remote,senior,2022-09-30T15:00:09.973Z,true,true,False,50.0,0.0,false,0,0,unknown,true,10000,16000,pln,false,0,0,unknown,false,0,0,unknown,0,Twig,3,Doctrine ORM,3,Symfony,4
PHP Developer,Wrocław,PL,php,remote,senior,2022-08-11T11:00:12.701Z,true,true,False,50.0,0.0,false,0,0,unknown,true,9000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,Twig,3,Doctrine ORM,3,Symfony,4
Wordpress Developer,Wrocław,PL,php,remote,mid,2022-02-24T13:00:13.491Z,true,true,,50,0,false,0,0,unknown,true,9000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,HTML,4,PHP,4,WordPress,4
Remote Mid/Senior Front-End Developer,Lublin,PL,javascript,remote,mid,2022-05-12T10:56:00.000Z,false,true,False,200.0,0.0,false,0,0,unknown,true,11000,20000,pln,false,0,0,unknown,false,0,0,unknown,0,CSS,3,JavaScript,3,React,3
Remote Java Mid/Senior Developer,Lublin,PL,java,remote,mid,2022-05-12T10:46:00.000Z,false,true,False,200.0,0.0,false,0,0,unknown,true,14000,23000,pln,false,0,0,unknown,false,0,0,unknown,0,Git,3,Sping,3,Java,3
Remote Mid/Senior Wordpress Developer,Lublin,PL,html,remote,mid,2022-05-12T10:38:00.000Z,false,true,False,200.0,0.0,false,0,0,unknown,true,12300,15000,pln,false,0,0,unknown,false,0,0,unknown,0,ACF,3,WordPress,4,PHP 7+,4
React Developer,Kraków,PL,javascript,remote,mid,2022-04-25T16:00:14.561Z,true,true,True,30.0,0.0,true,7000,12000,pln,true,8000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,GraphQL,1,AWS,1,ReactJS,3
Cloud developer,Alameda,US,devops,remote,mid,2022-03-27T12:00:19.600Z,true,true,,30,0,true,7000,14000,pln,true,6000,12000,pln,false,0,0,unknown,false,0,0,unknown,0,PostgreSQL,3,Python,3,AWS,3
Junior Data Analyst,Warszawa,PL,data,partly_remote,junior,2022-10-01T09:00:14.022Z,true,false,False,51.0,100.0,false,0,0,unknown,true,4000,6500,pln,false,0,0,unknown,false,0,0,unknown,0,Google Analytics,2,SQL,2,Data analysis,2
Jr PHP Symfony Developer,Warszawa,PL,php,remote,junior,2022-07-30T10:48:00.000Z,true,true,True,10.0,0.0,false,0,0,unknown,true,4000,8000,pln,true,4000,8000,pln,false,0,0,unknown,0,JS,2,MySQL,2,PHP 7.x,2
PHP Symfony Developer,Częstochowa,PL,php,remote,mid,2022-05-12T13:13:00.000Z,true,true,True,10.0,0.0,false,0,0,unknown,true,9000,17000,pln,true,9000,17000,pln,false,0,0,unknown,0,JS,3,MySQL,3,PHP 7.x,4
PHP Symfony Developer,Białystok,PL,php,remote,mid,2022-05-12T13:12:00.000Z,true,true,False,10.0,0.0,false,0,0,unknown,true,9000,17000,pln,true,9000,17000,pln,false,0,0,unknown,0,JS,3,MySQL,3,PHP 7.x,4
PHP Symfony Developer,Warszawa,PL,php,remote,mid,2022-04-08T14:00:14.609Z,true,true,False,10,0.0,false,0,0,unknown,true,9000,17000,pln,true,9000,17000,pln,false,0,0,unknown,0,JS,3,MySQL,3,PHP 7.x,4
Node.js Developer,Gliwice,PL,javascript,office,mid,2022-04-26T15:00:13.260Z,true,false,True,70.0,90.0,false,0,0,unknown,true,9000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,3,JavaScript,4,ESNext,4
Junior Python Developer,Gliwice,PL,python,office,junior,2022-04-26T14:00:14.790Z,true,false,False,50.0,100.0,false,0,0,unknown,true,4000,8000,pln,false,0,0,unknown,false,0,0,unknown,0,Docker,2,Django Rest Framework,2,Django,2
Junior Mobile Developer (Flutter lub RN),Gliwice,PL,mobile,partly_remote,junior,2022-04-26T14:00:14.790Z,true,false,False,50.0,100.0,false,0,0,unknown,true,4000,8000,pln,false,0,0,unknown,false,0,0,unknown,0,React Native,2,Flutter,2,GitHub,2
Ninja Vue.js Developer (Junior ++),Gliwice,PL,javascript,remote,junior,2022-04-25T16:00:14.561Z,true,true,False,50.0,100.0,false,0,0,unknown,true,7000,9000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,3,Vuex,3,Vue.js,3
Junior JavaScript Developer,Gliwice,PL,javascript,office,junior,2022-04-25T15:00:32.309Z,true,false,False,50.0,100.0,false,0,0,unknown,true,4000,8000,pln,false,0,0,unknown,false,0,0,unknown,0,JavaScript (ES6+),2,CSS/SCSS,2,HTML,2
Junior Blockchain (Solidity) Developer,Gliwice,PL,javascript,partly_remote,junior,2022-04-24T00:00:12.694Z,true,false,False,50.0,100.0,false,0,0,unknown,true,4000,8000,pln,false,0,0,unknown,false,0,0,unknown,0,Rust,1,Git,2,Solidity,2
Junior PHP Developer,Gliwice,PL,php,partly_remote,junior,2022-04-23T00:00:12.266Z,true,false,False,35,50.0,false,0,0,unknown,true,4000,8000,pln,false,0,0,unknown,false,0,0,unknown,0,Responsive Web Design,2,JS,2,PHP,2
Blockchain Developer,Gliwice,PL,other,remote,senior,2022-04-22T15:00:14.522Z,true,true,False,50,100.0,false,0,0,unknown,true,20000,35000,pln,false,0,0,unknown,false,0,0,unknown,0,Rust,4,Solidity,4,Ethereum,5
Mid JavaScript Developer,Gliwice,PL,javascript,remote,mid,2022-04-18T00:00:00.000Z,true,true,False,70,90.0,false,0,0,unknown,true,9000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,3,JavaScript,4,ESNext,4
Mid Python Developer,Gliwice,PL,python,remote,mid,2022-04-18T00:00:00.000Z,true,true,False,50,100.0,false,0,0,unknown,true,8000,16000,pln,false,0,0,unknown,false,0,0,unknown,0,Django,2,GitFLow,3,Git,3
Junior PHP Developer,Gliwice,PL,php,office,junior,2022-04-24T00:00:12.694Z,true,false,False,50,100.0,false,0,0,unknown,true,4000,8000,pln,false,0,0,unknown,false,0,0,unknown,0,CSS,2,JavaScript,2,HTML,3
Senior Business Analyst,Warszawa,PL,analytics,remote,senior,2022-10-01T13:00:09.924Z,true,true,True,50.0,0.0,false,0,0,unknown,true,16000,19500,pln,false,0,0,unknown,false,0,0,unknown,0,Business Analysis,5,unknown,0,unknown,0
Product Designer (Senior),Warszawa,PL,ux,remote,senior,2022-06-28T11:30:26.723Z,true,true,True,50.0,0.0,false,0,0,unknown,true,15000,20000,pln,false,0,0,unknown,false,0,0,unknown,0,Co-creation workshops,4,Qualitative Analysis,4,User interviews,4
Junior System Engineer,Warszawa,PL,admin,partly_remote,junior,2022-04-27T16:00:38.294Z,true,false,True,50.0,0.0,false,0,0,unknown,true,7000,10000,pln,false,0,0,unknown,false,0,0,unknown,0,Ansible,1,LAN,2,Linux,2
Senior QA Engineer,Warszawa,PL,testing,remote,senior,2022-04-27T12:00:16.787Z,false,true,True,50.0,0.0,false,0,0,unknown,true,15000,19000,pln,false,0,0,unknown,false,0,0,unknown,0,JMeter,4,Postman,4,Test Automation,4
Senior QA Engineer,Białystok,PL,testing,remote,senior,2022-04-26T16:00:13.268Z,false,true,True,50,0.0,false,0,0,unknown,true,15000,19000,pln,false,0,0,unknown,false,0,0,unknown,0,JMeter,4,Postman,4,Test Automation,4
Cloud Database Administrator,Warszawa,PL,admin,partly_remote,mid,2022-10-27T09:00:14.648Z,true,false,False,11.0,50.0,false,0,0,unknown,true,10000,16000,pln,false,0,0,unknown,false,0,0,unknown,0,Powershell,2,Microsoft Azure,3,T-SQL,3
Fullstack .NET Developer,Poznań,PL,net,remote,mid,2022-09-30T13:00:09.854Z,true,true,False,11.0,50.0,false,0,0,unknown,true,9000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,CSS,3,.Net,3,C#,3
Data & BI Developer,Poznań,PL,data,remote,mid,2022-09-29T13:00:16.588Z,false,true,False,11.0,50.0,false,0,0,unknown,true,8000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,ETL,3,Microsoft Power BI,3,T-SQL,3
Cloud Database Administrator,Poznań,PL,admin,partly_remote,mid,2022-08-13T12:00:12.492Z,true,false,False,11.0,50.0,false,0,0,unknown,true,10000,16000,pln,false,0,0,unknown,false,0,0,unknown,0,Powershell,2,Microsoft Azure,4,T-SQL,4
BI Developer,Poznań,PL,data,remote,mid,2022-05-27T10:31:20.697Z,true,true,False,11.0,50.0,false,0,0,unknown,true,8000,12000,pln,false,0,0,unknown,false,0,0,unknown,0,SQL,3,Microsoft Power BI,3,T-SQL,3
SQL Server Administrator,Kraków,PL,admin,partly_remote,mid,2022-04-18T08:00:15.851Z,true,false,False,11,50.0,false,0,0,unknown,true,10000,15000,pln,false,0,0,unknown,false,0,0,unknown,0,Powershell,2,T-SQL,3,MS SQL Server,3
.NET Developer,Poznań,PL,net,remote,senior,2022-03-06T10:00:18.578Z,true,true,,Nov,50,false,0,0,unknown,true,9000,14000,pln,false,0,0,unknown,false,0,0,unknown,0,CSS,3,.Net,4,C#,4
SQL Server Database Administrator,Kraków,PL,admin,partly_remote,mid,2022-02-21T07:00:00.000Z,true,false,,Nov,50,false,0,0,unknown,true,10000,15000,pln,false,0,0,unknown,false,0,0,unknown,0,Powershell,2,T-SQL,3,MS SQL Server,3
Backend Developer TypeScript (part-time),Warszawa,PL,javascript,remote,senior,2022-03-30T15:00:12.494Z,true,true,,15,20,false,0,0,unknown,true,18000,25000,pln,false,0,0,unknown,false,0,0,unknown,0,JavaScript,3,Node.js,3,TypeScript,4
WEB APPLICATION TESTER,Warszawa,PL,testing,remote,mid,2022-03-05T11:00:28.789Z,true,true,,15,20,false,0,0,unknown,true,5000,9000,pln,false,0,0,unknown,false,0,0,unknown,0,Postman,3,Git,3,Web Application Testing,4
Mid Frontend Developer,Warszawa,PL,javascript,remote,mid,2022-09-27T16:00:10.224Z,true,true,True,27.0,0.0,false,0,0,unknown,true,13000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,2,CSS,3,React,3
Full-Stack Developer (JavaScript),Wrocław,PL,javascript,remote,mid,2022-05-23T06:52:00.000Z,true,true,True,25.0,0.0,false,0,0,unknown,true,12000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,CSS,4,React,4,Node.js,4
Full-Stack Developer (JavaScript),Warsaw,PL,javascript,partly_remote,mid,2022-05-20T14:42:32.175Z,true,false,True,25.0,0.0,false,0,0,unknown,true,12000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,CSS,4,React,4,Node.js,4
JavaScript Developer (Mid+),Białystok,PL,javascript,remote,mid,2022-11-14T14:38:00.000Z,true,true,False,180.0,0.0,false,0,0,unknown,true,11000,17000,pln,false,0,0,unknown,false,0,0,unknown,0,HTML5,3,ReactJS,3,JavaScript,3
Flutter Developer,Warszawa,PL,mobile,remote,mid,2022-10-03T10:00:10.103Z,true,true,False,180.0,0.0,true,8000,14000,pln,true,10000,17000,pln,false,0,0,unknown,false,0,0,unknown,0,HTTP,3,Android,3,Flutter,3
Java Developer,Białystok,PL,java,remote,mid,2022-10-03T13:00:09.913Z,true,true,False,180.0,0.0,true,9000,14000,pln,true,12000,17000,pln,false,0,0,unknown,false,0,0,unknown,0,Kubernetes,3,Azure DevOps,3,Java,3
Cloud Engineer,Warszawa,PL,devops,remote,mid,2022-04-25T13:00:53.224Z,true,true,True,180.0,0.0,true,12500,15000,pln,true,15000,18000,pln,false,0,0,unknown,false,0,0,unknown,0,Jenkins / GitLab CI,3,AWS,3,Linux,3
UX Designer,Zielona Góra,PL,ux,remote,mid,2022-10-01T09:00:14.022Z,true,true,True,180.0,0.0,true,8000,13000,pln,true,10000,16000,pln,false,0,0,unknown,false,0,0,unknown,0,UX Research,1,UI Design,3,UX Design,4
Senior JavaScript Developer,Warszawa,PL,javascript,remote,senior,2022-08-12T09:00:11.294Z,true,true,True,180.0,0.0,true,14000,23000,pln,true,17000,28000,pln,false,0,0,unknown,false,0,0,unknown,0,TypeScript,4,ReactJS,4,JavaScript,4
